COD_ETB;LIB_OFF_ETB;LIB_AD1_ETB;COD_POS_ADR_ETB;LIB_COM
0440175B;Lycée Gen.et Technol.prive Gabriel Deshayes;Route De Redon;44530;St Gildas Des Bois
0631068U;Lycée Gen.et Technol.prive Godefroy De Bouillon;14 Rue Godefroy De Bouillon;63037;Clermont Ferrand
0370727P;Lycée Gen.et Technol.prive Grand St Gregoire;3 Quai Paul Bert;37081;Tours
0940821G;Lycée Gen.et Technol.prive Gregor Mendel;205 Rue De Fontenay;94300;Vincennes
0601702Z;Lycée Gen.et Technol.prive Guynemer;8 Bis Av De La Foret;60205;Compiegne
0910823A;Lycée Gen.et Technol.prive Ile De France;7 Rue Du Baron De Niviere;91140;Villebon Sur Yvette
0640130U;Lycée Gen.et Technol.prive Immac.concept.beau Frene;Bd Edouard Herriot;64051;Pau
0530048P;Lycée Gen.et Technol.prive Immaculee Conception;15 Rue Crossardiere;53000;Laval
0592965C;Lycée Gen.et Technol.prive Industriel Et Commercial Privé;27 Rue Du Dragon;59202;Tourcoing
9720070U;Lycée Gen.et Technol.prive Institut Martiniquais D'etudes;74 Rue Du Pr Raymond Garcin;97200;Fort De France
0595657D;Lycée Gen.et Technol.prive Institut Saint Vincent De Paul;6 Rue Du Marechal Joffre;59120;Loos
0500120J;Lycée Gen.et Technol.prive Institut Saint-lo;18 Rue De L'oratoire;50180;Agneaux
0681917P;Lycée Gen.et Technol.prive Institution Don Bosco;60 Rue D'ensisheim;68272;Wittenheim
0671610L;Lycée Gen.et Technol.prive Institution Notre Dame;6 Rue Des Bonnes Gens;67082;Strasbourg
0671602C;Lycée Gen.et Technol.prive Institution Ste Philomene;19a Boulevard Hanauer;67504;Haguenau
0622150A;Lycée Gen.et Technol.prive Jean Bosco;19 Place Du Marechal Foch;62340;Guines
0761721H;Lycée Gen.et Technol.prive Jean Xxiii;16 Rue De La Gare;76191;Yvetot
0850076W;Lycée Gen.et Technol.prive Jean Xxiii;Avenue Des Sables;85505;Les Herbiers
0690671E;Lycée Gen.et Technol.prive Jean-baptiste De La Salle;1 Rue Neyret;69283;Lyon 01
0761715B;Lycée Gen.et Technol.prive Jean-baptiste De La Salle;84 Rue Saint-gervais;76042;Rouen
0541320S;Lycée Gen.et Technol.prive Jean-baptiste Vatelot;6 Rue De La Republique;54203;Toul
0132300E;Lycée Gen.et Technol.prive Jeanne D Arc;5 Chemin Saint Roch;13632;Arles
0610694Y;Lycée Gen.et Technol.prive Jeanne D Arc;10 Rue Du College;61203;Argentan
0680151V;Lycée Gen.et Technol.prive Jeanne D Arc;15 Rue Du Chanoine Brun;68090;Mulhouse
0910815S;Lycée Gen.et Technol.prive Jeanne D Arc;11 Bd Henri Iv;91150;Etampes
0920918Y;Lycée Gen.et Technol.prive Jeanne D Arc;44 Rue Gabriel Peri;92120;Montrouge
0921663H;Lycée Gen.et Technol.prive Jeanne D Arc;9 Boulevard De Valmy;92700;Colombes
0390091M;Lycée Gen.et Technol.prive Jeanne D'arc;10 Rue Du Sauget;39303;Champagnole
0710112L;Lycée Gen.et Technol.prive Jeanne D'arc;17 Rue Pasteur;71600;Paray Le Monial
0880097C;Lycée Gen.et Technol.prive Jeanne D'arc;6 Rue Du Canton;88202;Remiremont
0690535G;Lycée Gen.et Technol.prive Jeanne De Lestonnac;132 Rue Vendome;69006;Lyon 06
0761716C;Lycée Gen.et Technol.prive Join-lambert;39 Rue De L'avalasse;76044;Rouen
0070064G;Lycée Gen.et Technol.prive Jules Froment;3 Rue Albert Seibel;07201;Aubenas
0331495W;Lycée Gen.et Technol.prive L Assomption;370 Bd President Wilson;33000;Bordeaux
0783283V;Lycée Gen.et Technol.prive L Ermitage;18 Rue Des Cotes;78600;Maisons Laffitte
0430063K;Lycée Gen.et Technol.prive La Bruyere;1 Boulevard Des Passementiers;43140;St Didier En Velay
0132828D;Lycée Gen.et Technol.prive La Cadenelle;134 Bd Des Liberateurs;13012;Marseille 12
0430055B;Lycée Gen.et Technol.prive La Chartreuse;Rue Du Pont De La Chartreuse;43700;Brives Charensac
0690520R;Lycée Gen.et Technol.prive La Favorite Sainte Therese;62 Rue De La Favorite;69322;Lyon 05
0601703A;Lycée Gen.et Technol.prive La Maison Francaise;La Chesnoye;60350;Cuise La Motte
9710062R;Lycée Gen.et Technol.prive La Perseverance Mixte;Boissard;97182;Pointe A Pitre
0021872Z;Lycée Gen.et Technol.prive La Providence;2 Rue Clerjot;02001;Laon
0761707T;Lycée Gen.et Technol.prive La Providence;Chemin Des Vertus;76371;Dieppe
0761713Z;Lycée Gen.et Technol.prive La Providence;6 Rue De Neuvillette;76240;Le Mesnil Esnard
0763112V;Lycée Gen.et Technol.prive La Providence;35 Rue Queue De Renard;76400;Fecamp
0920916W;Lycée Gen.et Technol.prive La Source;11 Rue Ernest Renan;92190;Meudon
0340871M;Lycée Gen.et Technol.prive La Trinite;6 Avenue Jean Moulin;34503;Beziers
0640111Y;Lycée Gen.et Technol.prive Largente;42 Avenue Jacques Loeb;64115;Bayonne
0541305A;Lycée Gen.et Technol.prive L'assomption;1 Rue Foch;54150;Briey
0783297K;Lycée Gen.et Technol.prive Le Bon Sauveur;6 Rue Henri Cloppet;78110;Le Vesinet
0040034R;Lycée Gen.et Technol.prive Le Sacre Coeur;2 Avenue Des Thermes;04000;Digne Les Bains
0251024C;Lycée Gen.et Technol.prive Les Augustins;1 Rue Du Fbg St Etienne;25300;Pontarlier
0783293F;Lycée Gen.et Technol.prive Les Chataigniers;11 Bis Avenue Jean Jaures;78000;Versailles
0860755D;Lycée Gen.et Technol.prive Les Feuillants;15 Rue Des Feuillants;86035;Poitiers
0753820V;Lycée Gen.et Technol.prive Les Francs Bourgeois;21 Rue Saint Antoine;75004;Paris 04
9710991A;Lycée Gen.et Technol.prive Les Perseverants;28 Rue Lardenoy;97100;Basse Terre
0753815P;Lycée Gen.et Technol.prive Les Petits Champs;19 Rue Voltaire;75011;Paris 11
0840059H;Lycée Gen.et Technol.prive Louis Pasteur;13 Rue Du Pont Trouca;84071;Avignon
0754965P;Lycée Gen.et Technol.prive Lucien De Hirsch;70 Avenue Secretan;75019;Paris 19
9840017W;Lycée Gen.et Technol.prive Lycée-college La Mennais;Papeete;98714;Papeete
0921365J;Lycée Gen.et Technol.prive Madeleine Danielou;61 63 Rue Du General Miribel;92500;Rueil Malmaison
9710054G;Lycée Gen.et Technol.prive Maitrise De Massabielle;29 Faubourg Victor Hugo;97157;Pointe A Pitre
0592980U;Lycée Gen.et Technol.prive Marie Noel;31 Rue De Renaix;59200;Tourcoing
0801743K;Lycée Gen.et Technol.prive Montalembert;3 Route D Amiens;80600;Doullens
0331506H;Lycée Gen.et Technol.prive Montesquieu;31 Rue Jules Simon;33500;Libourne
0490828J;Lycée Gen.et Technol.prive N-d De Bonnes Nouvelles;3 Rue Mongazon;49600;Beaupreau
0850079Z;Lycée Gen.et Technol.prive Nd De La Tourteliere;Rue Buffon;85700;Pouzauges
0720834R;Lycée Gen.et Technol.prive Nd De Ste Croix;25 Rue Antoine De St Exupery;72000;Le Mans
0950761L;Lycée Gen.et Technol.prive N-dame De La Compassion;8 Place Nicolas Flamel;95300;Pontoise
0920919Z;Lycée Gen.et Technol.prive N-dame De Ste Croix;30 Avenue Du Roule;92200;Neuilly Sur Seine
0783351U;Lycée Gen.et Technol.prive N-dame Du Grandchamp;97 Rue Royale;78000;Versailles
0280665W;Lycée Gen.et Technol.prive Notre Dame;2 Avenue Bethouart;28000;Chartres
0720837U;Lycée Gen.et Technol.prive Notre Dame;23 Av Francois Mitterrand;72000;Le Mans
0783288A;Lycée Gen.et Technol.prive Notre Dame;3 Rue De Temara;78100;St Germain En Laye
0783289B;Lycée Gen.et Technol.prive Notre Dame;5 Rue De La Sangle;78200;Mantes La Jolie
0783344L;Lycée Gen.et Technol.prive Notre Dame;106 Grande Rue;78480;Verneuil Sur Seine
0830100H;Lycée Gen.et Technol.prive Notre Dame;29 Boulevard Abbe Duploye;83100;Toulon
0920897A;Lycée Gen.et Technol.prive Notre Dame;1 Avenue Charles De Gaulle;92100;Boulogne Billancourt
0880101G;Lycée Gen.et Technol.prive Notre Dame - Saint Joseph;23 Rue Thiers;88012;Epinal
0693267B;Lycée Gen.et Technol.prive Notre Dame De Bel Air;5 Avenue Des Belges;69170;Tarare
0660059F;Lycée Gen.et Technol.prive Notre Dame De Bon Secours;39 Avenue Julien Panchot;66028;Perpignan
0340881Y;Lycée Gen.et Technol.prive Notre Dame De La Merci;62 Cours Gambetta;34965;Montpellier
0570313F;Lycée Gen.et Technol.prive Notre Dame De La Providence;22 Place Notre Dame;57126;Thionville
0950753C;Lycée Gen.et Technol.prive Notre Dame De La Providence;7 Boulevard Sadi Carnot;95880;Enghien Les Bains
0601701Y;Lycée Gen.et Technol.prive Notre Dame De La Tilloye;1 Avenue De La Liberation;60204;Compiegne
0170103V;Lycée Gen.et Technol.prive Notre Dame De Recouvrance;88 Cours Genet;17100;Saintes
0910816T;Lycée Gen.et Technol.prive Notre Dame De Sion;1 Avenue De Ratisbonne;91000;Evry
0900029T;Lycée Gen.et Technol.prive Notre Dame Des Anges;46 Bis Faubourg De Montbeliard;90000;Belfort
0410675L;Lycée Gen.et Technol.prive Notre Dame Des Aydes;7 Rue Franciade;41000;Blois
0381683Y;Lycée Gen.et Technol.prive Notre Dame Des Victoires;1 Rue De La Terrasse;38506;Voiron
0430058E;Lycée Gen.et Technol.prive Notre Dame Du Chateau;Montee Du Prince;43120;Monistrol Sur Loire
0470063N;Lycée Gen.et Technol.prive Notre Dame La Compassion;1 Ter Rue De Langeot;47200;Marmande
0480025S;Lycée Gen.et Technol.prive Notre-dame;Quartier Fontanilles;48000;Mende
0920906K;Lycée Gen.et Technol.prive Notre-dame;65 Avenue Du General Leclerc;92340;Bourg La Reine
0920917X;Lycée Gen.et Technol.prive Notre-dame;24 Rue Alexandre Guilmant;92190;Meudon
0950785M;Lycée Gen.et Technol.prive Notre-dame;106 Bd Charles De Gaulle;95110;Sannois
0592916Z;Lycée Gen.et Technol.prive Notre-dame De Grace;Quai Des Nerviens;59602;Maubeuge
0753842U;Lycée Gen.et Technol.prive Notre-dame De Sion;61 R Notre Dame Des Champs;75006;Paris 06
0593036E;Lycée Gen.et Technol.prive Notre-dame Du Tilleul;48 Place De L'industrie;59600;Maubeuge
0951940T;Lycée Gen.et Technol.prive Ozar Hatorah;1 Rue Jean Lurcat;95200;Sarcelles
0754666P;Lycée Gen.et Technol.prive Passy-saint-honore;117 Avenue Victor Hugo;75016;Paris 16
9710055H;Lycée Gen.et Technol.prive Pensionnat De Versailles;8 Rue Victor Hugues;97100;Basse Terre
0341521U;Lycée Gen.et Technol.prive Pierre Rouge;85 Rue Lunaret;34090;Montpellier
0381666E;Lycée Gen.et Technol.prive Pierre Termier;5 Bis Rue Joseph Fourier;38028;Grenoble
0341765J;Lycée Gen.et Technol.prive Rabelais;36 Rue Des Aiguerelles;34000;Montpellier
0920898B;Lycée Gen.et Technol.prive Rambam;11 Rue Des Abondances;92100;Boulogne Billancourt
0761718E;Lycée Gen.et Technol.prive Rey;15 Rue Verte;76000;Rouen
0941720J;Lycée Gen.et Technol.prive Robert Schuman;5-6 Rue De L'eglise;94340;Joinville Le Pont
0381678T;Lycée Gen.et Technol.prive Robin;Place Saint Pierre;38204;Vienne
0430065M;Lycée Gen.et Technol.prive Sacre Coeur;11 Place Charles De Gaulle;43200;Yssingeaux
0492015Z;Lycée Gen.et Technol.prive Sacre Coeur;2 Rue Millet;49101;Angers
0801207C;Lycée Gen.et Technol.prive Sacre Coeur;1 Rue De L Oratoire;80007;Amiens
0801226Y;Lycée Gen.et Technol.prive Sacre Coeur;36 Boulevard Des Anglais;80200;Peronne
0910824B;Lycée Gen.et Technol.prive Sacre Coeur;Passage De Graville;91620;La Ville Du Bois
0131862D;Lycée Gen.et Technol.prive Sacre Coeur (le);29 Rue Manuel;13100;Aix En Provence
0761719F;Lycée Gen.et Technol.prive Sacre-coeur;31 32 Rue Blaise Pascal;76176;Rouen
0631075B;Lycée Gen.et Technol.prive Saint Alyre;20 Rue Sainte George;63037;Clermont Ferrand
0030084A;Lycée Gen.et Technol.prive Saint Benoit;4 Rue Achille Roche;03008;Moulins
0690563M;Lycée Gen.et Technol.prive Saint Bruno-saint Louis;16 Rue Des Chartreux;69283;Lyon 01
0382854W;Lycée Gen.et Technol.prive Saint Charles;1 Place Des Capucins;38217;Vienne
0450110A;Lycée Gen.et Technol.prive Saint Charles;24 Rue Des Grands Champs;45058;Orleans
0790058J;Lycée Gen.et Technol.prive Saint Charles;1 Rue Jules Michelet;79101;Thouars
0580062C;Lycée Gen.et Technol.prive Saint Cyr;22 Rue Jeanne D Arc;58000;Nevers
0071126L;Lycée Gen.et Technol.prive Saint Denis;1 Chemin De La Muette;07104;Annonay
0601699W;Lycée Gen.et Technol.prive Saint Esprit;68 Rue De Pontoise;60026;Beauvais
0593136N;Lycée Gen.et Technol.prive Saint Jacques;58 Rue De La Sous Prefecture;59190;Hazebrouck
0251028G;Lycée Gen.et Technol.prive Saint Jean;1 Rue De L'esperance;25000;Besancon
0133822J;Lycée Gen.et Technol.prive Saint Jean De Garguier;Chemin Du Puits;13420;Gemenos
0141173Z;Lycée Gen.et Technol.prive Saint Jean Eudes;2 Avenue De La Gare;14503;Vire
0010075B;Lycée Gen.et Technol.prive Saint Joseph;101 Rue Henri Grobon;01705;Miribel
0021871Y;Lycée Gen.et Technol.prive Saint Joseph;2 Chaussee De Fontaine;02140;Fontaine Les Vervins
0030445T;Lycée Gen.et Technol.prive Saint Joseph;11 Rue Du Fg De La Gironde;03100;Montlucon
0371306U;Lycée Gen.et Technol.prive Saint Joseph;1 Place Saint Mexme;37502;Chinon
0740100G;Lycée Gen.et Technol.prive Saint Joseph;5 Avenue Du Leman;74200;Thonon Les Bains
0830098F;Lycée Gen.et Technol.prive Saint Joseph;2229 Route De Faveyrolles;83190;Ollioules
0572340J;Lycée Gen.et Technol.prive Saint Joseph-la Providence;2 Avenue Du General Passaga;57600;Forbach
0592926K;Lycée Gen.et Technol.prive Saint Jude;18 Rue Lamartine;59280;Armentieres
0430053Z;Lycée Gen.et Technol.prive Saint Julien;7 Place Du Valla;43101;Brioude
0170098P;Lycée Gen.et Technol.prive Saint Louis;73 Avenue Andre Malraux;17250;Pont L Abbe D Arnoult
0550047C;Lycée Gen.et Technol.prive Saint Louis;28 Rue Voltaire;55001;Bar Le Duc
0160062F;Lycée Gen.et Technol.prive Saint Paul;101 Rue De Beaulieu;16007;Angouleme
0251021Z;Lycée Gen.et Technol.prive Saint Paul;8 Boulevard Diderot;25000;Besancon
0622114L;Lycée Gen.et Technol.prive Saint Paul;38 Route De La Bassee;62301;Lens
0420973E;Lycée Gen.et Technol.prive Saint Paul Forez;13 Rue Du College;42603;Montbrison
0010070W;Lycée Gen.et Technol.prive Saint Pierre;7 Rue Villeneuve;01001;Bourg En Bresse
0030072M;Lycée Gen.et Technol.prive Saint Pierre;26 Allee Pierre Berthomier;03304;Cusset
0622110G;Lycée Gen.et Technol.prive Saint Pierre;72 Rue Arago;62100;Calais
0801206B;Lycée Gen.et Technol.prive Saint Pierre;24 Place Clemenceau;80103;Abbeville
0021874B;Lycée Gen.et Technol.prive Saint Remy;8 Rue St Jean;02204;Soissons
0801874C;Lycée Gen.et Technol.prive Saint Riquier;50 Chaussee Jules Ferry;80094;Amiens
0690543R;Lycée Gen.et Technol.prive Saint Thomas D'aquin Veritas;56 Rue Du Perron;69600;Oullins
0601149Y;Lycée Gen.et Technol.prive Saint Vincent;30 Rue De Meaux;60304;Senlis
0271053Y;Lycée Gen.et Technol.prive Saint-adjutor;54 Rue De Marzelles;27200;Vernon
0680149T;Lycée Gen.et Technol.prive Saint-andre;19 Rue Rapp;68025;Colmar
0271282X;Lycée Gen.et Technol.prive Saint-anselme;11/13 R Leprevost De Beaumont;27300;Bernay
0420974F;Lycée Gen.et Technol.prive Sainte Anne;4 Rue Saint Alban;42300;Roanne
0550049E;Lycée Gen.et Technol.prive Sainte Anne;14 Rue Mautrote;55104;Verdun
0801209E;Lycée Gen.et Technol.prive Sainte Famille;13 Rue De Castille;80017;Amiens
0550048D;Lycée Gen.et Technol.prive Sainte Jeanne D'arc;23 Rue Poincare;55200;Commercy
0592928M;Lycée Gen.et Technol.prive Sainte Jeanne D'arc;157 Rue De L'hotel De Ville;59620;Aulnoye Aymeries
0060670W;Lycée Gen.et Technol.prive Sainte Marie;4 Avenue Windsor;06400;Cannes
0390070P;Lycée Gen.et Technol.prive Sainte Marie Fenelon;84 Rue St Desire;39000;Lons Le Saunier
0030073N;Lycée Gen.et Technol.prive Sainte Procule;22 Rue Des Augustins;03800;Gannat
0631070W;Lycée Gen.et Technol.prive Sainte Thecle;7 Rue Amelie Murat;63402;Chamalieres
0592929N;Lycée Gen.et Technol.prive Sainte Therese;4 Place Guillemin;59362;Avesnes Sur Helpe
0753844W;Lycée Gen.et Technol.prive Sainte-genevieve;64 Rue D'assas;75006;Paris 06
0753852E;Lycée Gen.et Technol.prive Sainte-jeanne Elisabeth;8 Rue Maurice De La Sizeranne;75007;Paris 07
0900030U;Lycée Gen.et Technol.prive Sainte-marie;40 Fbg Des Ancetres;90006;Belfort
0271045P;Lycée Gen.et Technol.prive Saint-francois De Sales;8 Rue Portevin;27025;Evreux
0761710W;Lycée Gen.et Technol.prive Saint-joseph;207 Rue Felix Faure;76072;Le Havre
0681793E;Lycée Gen.et Technol.prive Saint-joseph De Cluny;53 Avenue Roger Salengro;68100;Mulhouse
0271049U;Lycée Gen.et Technol.prive Saint-ouen;30 Rue Sadi Carnot;27500;Pont Audemer
0060677D;Lycée Gen.et Technol.prive Sasserno;1 Place Sasserno;06000;Nice
9720829U;Lycée Gen.et Technol.prive Seminaire College Ste Marie;27 Rue Martin Luther King;97247;Fort De France
0911935J;Lycée Gen.et Technol.prive Senart-enseignement;9 Rue De L Industrie;91210;Draveil
0421034W;Lycée Gen.et Technol.prive Sevigne;29 Rue Michelet;42000;St Etienne
0631033F;Lycée Gen.et Technol.prive Sevigne Saint Louis;2 Avenue De La Liberation;63500;Issoire
0920907L;Lycée Gen.et Technol.prive Sophie Barat;50 Rue Des Grillons;92290;Chatenay Malabry
0470060K;Lycée Gen.et Technol.prive St Caprais;8 Rue Raspail;47000;Agen
0640131V;Lycée Gen.et Technol.prive St Dominique;30 Av Fouchet;64000;Pau
0920921B;Lycée Gen.et Technol.prive St Dominique;23 Quater Bd D Argenson;92200;Neuilly Sur Seine
0131391S;Lycée Gen.et Technol.prive St Eloi;9 Avenue Jules Isaac;13626;Aix En Provence
0783286Y;Lycée Gen.et Technol.prive St Erembert;5 Rue Salomon Reinach;78100;St Germain En Laye
0781899R;Lycée Gen.et Technol.prive St Francois D Assise;6 Place Paul Claudel;78180;Montigny Le Bretonneux
0920894X;Lycée Gen.et Technol.prive St Gabriel;21 Rue De La Lisette;92220;Bagneux
0401016M;Lycée Gen.et Technol.prive St Jacques De Compostelle;32 Rue Lahargou;40100;Dax
0783350T;Lycée Gen.et Technol.prive St Jean Hulst;26 R Mal De Lattre De Tassigny;78000;Versailles
0021873A;Lycée Gen.et Technol.prive St Jean La Croix;25 Rue Antoine Lecuyer;02105;St Quentin
0240079F;Lycée Gen.et Technol.prive St Joseph;23 Avenue Georges Pompidou;24000;Perigueux
0440149Y;Lycée Gen.et Technol.prive St Joseph;66 Rue Du College;44153;Ancenis
0440151A;Lycée Gen.et Technol.prive St Joseph;40 Rue Michel Grimault;44141;Chateaubriant
0440201E;Lycée Gen.et Technol.prive St Joseph;14 Rue Des Capucins;44270;Machecoul
0541308D;Lycée Gen.et Technol.prive St Joseph;413 Avenue De Boufflers;54524;Laxou
0640137B;Lycée Gen.et Technol.prive St Joseph;650 Rue Hiribehere;64480;Ustaritz
0840072X;Lycée Gen.et Technol.prive St Joseph;62 Rue Des Lices;84000;Avignon
9720063L;Lycée Gen.et Technol.prive St Joseph De Cluny;22 Route De Cluny;97200;Fort De France
0131339K;Lycée Gen.et Technol.prive St Joseph De La Madeleine;172 B Bd De La Liberation;13248;Marseille 04
0331502D;Lycée Gen.et Technol.prive St Joseph De Tivoli;40 Av D Eysines;33073;Bordeaux
0601831P;Lycée Gen.et Technol.prive St Joseph Du Moncel;8 Place De L Eglise;60722;Pont Ste Maxence
0131331B;Lycée Gen.et Technol.prive St Joseph Les Maristes;24 Rue Sainte Victoire;13006;Marseille 06
0771237B;Lycée Gen.et Technol.prive St Laurent-la Paix Notre Dame;43 Rue Alfred Brebion;77400;Lagny Sur Marne
0490838V;Lycée Gen.et Technol.prive St Louis;47 Rue D Alsace;49400;Saumur
0133314G;Lycée Gen.et Technol.prive St Louis - Ste Marie;Allee Saint Louis - Rn 568;13180;Gignac La Nerthe
0430059F;Lycée Gen.et Technol.prive St Louis Notre Dame De France;5 Rue Latour Maubourg;43010;Le Puy En Velay
0910826D;Lycée Gen.et Technol.prive St Louis St Clement;1 Rue Margot;91170;Viry Chatillon
0530046M;Lycée Gen.et Technol.prive St Michel;5 Rue Henri Dunant;53204;Chateau Gontier
0922353H;Lycée Gen.et Technol.prive St Nicolas;19 Rue Victor Hugo;92130;Issy Les Moulineaux
0280667Y;Lycée Gen.et Technol.prive St Pierre St Paul;16 Boulevard Dubois;28109;Dreux
0640134Y;Lycée Gen.et Technol.prive St Thomas D Aquin;Rue Biscarbidea;64500;St Jean De Luz
0920908M;Lycée Gen.et Technol.prive St Thomas De Villeneuve;1646 Avenue Roger Salengro;92370;Chaville
0131403E;Lycée Gen.et Technol.prive St Vincent De Paul;30 Rue Stanislas Torrents;13006;Marseille 06
0060673Z;Lycée Gen.et Technol.prive Stanislas;1 Place Stanislas;06403;Cannes
0490819Z;Lycée Gen.et Technol.prive Ste Agnes;7 Rue Volney;49000;Angers
0920889S;Lycée Gen.et Technol.prive Ste Genevieve;19 Rue De La Station;92600;Asnieres Sur Seine
0132810J;Lycée Gen.et Technol.prive Ste Marie;13 Rue Jeu De Ballon;13400;Aubagne
0920875B;Lycée Gen.et Technol.prive Ste Marie;24 Boulevard Victor Hugo;92200;Neuilly Sur Seine
0331501C;Lycée Gen.et Technol.prive Ste Marie De La Bastide;45 Rue De Dijon;33100;Bordeaux
0920904H;Lycée Gen.et Technol.prive Ste Marie La Croix;2 Rue De L Abbaye;92160;Antony
0180561M;Lycée Gen.et Technol.prive Ste Marie St Dominique;38 Rue Jean Baffier;18020;Bourges
0240076C;Lycée Gen.et Technol.prive Ste Marthe - St Front;74 Av Pasteur;24100;Bergerac
0781664K;Lycée Gen.et Technol.prive Ste Therese;7 Rue Beziel;78120;Rambouillet
0370731U;Lycée Gen.et Technol.prive Ste Ursule;26 Rue Emile Zola;37009;Tours
0940878U;Lycée Gen.et Technol.prive Teilhard De Chardin;2 Place D'armes;94100;St Maur Des Fosses
0420979L;Lycée Gen.et Technol.prive Tezenas Du Montcel;14 Place Girodet;42000;St Etienne
0501299R;Lycée Gen.et Technol.prive Thomas Helye;37 Rue Emile Zola;50100;Cherbourg Octeville
0951048Y;Lycée Gen.et Technol.prive Torat Emet;14 Av Charles Peguy;95200;Sarcelles
0860903P;Lycée Gen.et Technol.prive Union Chretienne;2 Plan Sainte Croix;86011;Poitiers
0951221L;Lycée Gen.et Technol.prive Vauban;23 Place Du Petit Martroy;95300;Pontoise
0671611M;Lycée Gen.prive Instit.la Doctrine Chretienne;14 Rue Brulee;67000;Strasbourg
